date,ticker,n_comments,sentiment,users_holding,users_holding_lead,users_holding_lag,percent_change
2020-05-07,ATVI,44,low,61595,62225,62027,0.0031921582536638127
2020-05-07,LYFT,44,low,93722,94551,93150,0.015040257648953226
2020-05-07,SPY,55,low,86666,87170,86734,0.005026863744321819
2020-05-07,DS,21,high,3101,3176,3051,0.04097017371353662
2020-05-07,AAPL,21,high,352623,358337,352270,0.017222584949044828
2020-05-07,ELY,21,high,11077,11387,10839,0.05055816957283876
2020-05-07,NCLH,12,low,277877,290957,273276,0.06470015661821749
2020-05-07,ZM,171,high,66631,65857,67199,-0.0199705352758226
2020-05-07,NET,65,low,12640,14004,11076,0.2643553629469122
2020-05-07,TDOC,23,low,21619,21296,21593,-0.013754457463066694
2020-05-07,SDC,23,low,48670,49822,48513,0.026982458310143675
2020-05-07,JPM,23,low,65915,68718,65966,0.041718461025376685
2020-05-07,CSCO,87,low,58382,59717,58169,0.02661211298114119
2020-05-07,OKTA,87,low,17925,18557,17595,0.054674623472577455
2020-05-07,ROKU,60,low,52843,51542,51576,-6.592213432604632e-4
2020-05-07,SHOP,60,low,39020,39514,39105,0.010459020585602774
2020-05-07,NFLX,60,low,109954,110045,110102,-5.177017674520279e-4
2020-05-07,INTC,3,low,57611,58483,57600,0.01532986111111101
2020-05-07,DIS,3,low,528440,537582,528888,0.016438262921450342
2020-05-07,NDAQ,3,low,9709,9857,9694,0.016814524448112156
2020-05-07,WMT,46,low,57165,57779,56673,0.01951546591851505
2020-05-07,TWTR,191,high,208501,207818,209117,-0.006211833566854952
2020-05-07,MTCH,191,high,9181,9186,9212,-0.0028224055579678664
2020-05-07,SDC,191,high,48670,49822,48513,0.026982458310143675
2020-05-07,SNAP,191,high,291270,292246,292121,4.279048750346348e-4
2020-05-07,MGM,37,low,118111,122146,117722,0.037580061500823936
2020-05-07,CTL,13,low,12278,12317,12219,0.008020296259923176
2020-05-07,TDOC,23,low,21619,21296,21593,-0.013754457463066694
2020-05-07,TWLO,23,low,29688,29810,28644,0.04070660522273428
2020-05-07,GOOG,23,low,27242,27747,27251,0.01820116692965401
2020-05-07,CRM,23,low,46105,46716,46098,0.013406221528049045
2020-05-07,FB,23,low,193640,193924,194240,-0.0016268533772652027
2020-05-07,MSFT,23,low,426287,429170,425622,0.008336035261335084
2020-05-07,DOCU,23,low,16509,17210,16093,0.06940905983968193
2020-05-07,ZM,23,low,66631,65857,67199,-0.0199705352758226
2020-05-07,DBX,7,low,28909,28244,27777,0.01681247074918102
2020-05-07,TWLO,7,low,29688,29810,28644,0.04070660522273428
2020-05-07,ZM,7,low,66631,65857,67199,-0.0199705352758226
2020-05-07,CHGG,7,low,9698,10106,10279,-0.016830430975775856
2020-05-07,SEAS,17,high,9162,9468,9147,0.035093473269924624
2020-05-07,FDX,9,low,14607,14764,14587,0.012134091999725705
2020-05-07,UPS,9,low,14940,14829,14909,-0.005365886377355911
2020-05-07,NET,38,high,12640,14004,11076,0.2643553629469122
2020-05-07,PFE,30,high,75770,77746,74740,0.04021942734814021
2020-05-07,MRNA,30,high,131053,139237,129637,0.07405293241898536
2020-05-07,JNJ,30,high,52029,52474,51968,0.009736761083743772
2020-05-07,LYFT,7,high,93722,94551,93150,0.015040257648953226
2020-05-07,UBER,7,high,220409,221198,219610,0.007231000409817501
2020-05-07,CHWY,22,low,20674,21017,20616,0.01945091191307724
2020-05-07,AMC,490,high,99980,120052,99849,0.20233552664523424
2020-05-07,ATVI,490,high,61595,62225,62027,0.0031921582536638127
2020-05-07,NFLX,490,high,109954,110045,110102,-5.177017674520279e-4
2020-05-07,ZM,490,high,66631,65857,67199,-0.0199705352758226
2020-05-07,NET,61,low,12640,14004,11076,0.2643553629469122
2020-05-07,TTD,61,low,17608,17679,16974,0.04153411099328386
2020-05-07,SPY,53,low,86666,87170,86734,0.005026863744321819
2020-05-07,AAL,4,low,497718,508462,492753,0.031880069730676475
2020-05-07,DIS,4,low,528440,537582,528888,0.016438262921450342
2020-05-07,SHOP,33,low,39020,39514,39105,0.010459020585602774
2020-05-07,FSLY,61,low,16869,16886,11866,0.4230574751390528
2020-05-07,DBX,45,low,28909,28244,27777,0.01681247074918102
2020-05-07,ERIC,10,low,20713,21332,20650,0.03302663438256648
2020-05-07,QCOM,10,low,32665,33350,32637,0.021846370683580085
2020-05-07,TMUS,10,low,27296,27350,27919,-0.02038038611698123
2020-05-09,DDOG,86,none,6128,7105,6129,0.15924294338391265
2020-05-09,CRWD,86,none,8485,8666,8489,0.020850512427847745
2020-05-09,UBER,21,low,220397,221198,220465,0.003324790783117537
2020-05-09,D,21,low,4520,4547,4522,0.005528527200353794
2020-05-09,MSFT,12,low,427396,429170,427466,0.003986281949909465
2020-05-09,SWN,23,low,12688,13126,12689,0.03443927811490277
2020-05-09,WTI,23,low,20270,20176,20272,-0.0047355958958168465
2020-05-09,ET,23,low,72687,73612,72683,0.01278153075684818
2020-05-09,INTC,23,low,57741,58483,57748,0.012727713513887906
2020-05-09,SPY,30,low,86630,87170,86663,0.0058502475104715845
2020-05-09,NFLX,71,low,109995,110045,110009,3.272459526038052e-4
2020-05-09,NDAQ,71,low,9793,9857,9797,0.006124323772583429
2020-05-09,DKNG,57,low,40818,43140,40827,0.056653685061356374
2020-05-09,GM,60,none,129600,130873,129637,0.00953431504894442
2020-05-09,GE,60,none,717806,724491,717823,0.009289198033498591
2020-05-09,F,60,none,819384,826434,819541,0.008410805560673529
2020-05-09,BA,60,none,282732,284997,282792,0.0077972502758210105
2020-05-08,CSCO,4,low,58658,59717,58382,0.022866636977150412
2020-05-08,BYND,4,low,77516,77620,78838,-0.015449402572363602
2020-05-08,SNAP,4,low,290797,292246,291270,0.0033508428605761864
2020-05-08,PTON,4,low,58571,59378,58110,0.021820684907933208
2020-05-08,CCL,143,none,428231,435147,426551,0.0201523381729265
2020-05-08,SAVE,143,none,128258,131270,124837,0.051531196680471236
2020-05-08,PLAY,190,low,61183,63714,60196,0.05844242142335032
2020-05-08,GE,190,low,717823,724491,714386,0.01414501404002877
2020-05-08,WORK,190,low,79044,79288,78558,0.00929249726316872
2020-05-08,CSCO,190,low,58658,59717,58382,0.022866636977150412
2020-05-08,SDC,190,low,48462,49822,48670,0.023669611670433577
2020-05-08,AAPL,190,low,354239,358337,352623,0.016204274820417197
2020-05-08,MSFT,190,low,427466,429170,426287,0.0067630493071568765
2020-05-08,IBM,190,low,20078,20215,20097,0.00587152311290251
2020-05-08,NET,13,high,13572,14004,12640,0.1079113924050632
2020-05-08,DIA,52,low,17964,18057,17978,0.004394259650684074
2020-05-08,QQQ,52,low,27647,28128,27437,0.02518496920217217
2020-05-08,TWTR,52,low,207680,207818,208501,-0.003275763665402054
2020-05-08,SPG,52,low,17673,18649,17194,0.08462254274747005
2020-05-08,PEI,52,low,8974,9024,8954,0.007817735090462463
2020-05-08,SPY,52,low,86663,87170,86666,0.005815429349456558
2020-05-08,WPG,52,low,44897,45104,44796,0.006875613894097743
2020-05-08,CBL,52,low,11795,12358,11748,0.051923731699012654
2020-05-08,TSLA,8,low,205041,206253,209579,-0.01586991063035892
2020-05-08,CLF,10,low,27064,27648,26747,0.03368602086215278
2020-05-08,M,10,low,47910,48771,47283,0.03147008438550847
2020-05-08,CSCO,178,high,58658,59717,58382,0.022866636977150412
2020-05-08,TSN,80,low,13459,13608,13245,0.027406568516421315
2020-05-08,YETI,98,low,27843,28022,27957,0.002324999105769665
2020-05-08,JD,14,high,31631,32235,31627,0.01922408069054926
2020-05-08,FB,58,low,193731,193924,193640,0.001466639124147795
2020-05-08,NET,175,low,13572,14004,12640,0.1079113924050632
2020-05-08,BABA,43,low,178766,179384,178935,0.0025092910833541815
2020-05-08,DIS,57,low,532149,537582,528440,0.017299977291650892
2020-05-08,SPY,57,low,86663,87170,86666,0.005815429349456558
2020-05-08,DBX,87,low,28535,28244,28909,-0.02300321699124841
2020-05-08,GE,87,low,717823,724491,714386,0.01414501404002877
2020-05-08,WORK,87,low,79044,79288,78558,0.00929249726316872
2020-05-08,AAPL,87,low,354239,358337,352623,0.016204274820417197
2020-05-08,MSFT,87,low,427466,429170,426287,0.0067630493071568765
2020-05-08,OKTA,87,low,18262,18557,17925,0.035258019525801876
2020-05-08,IBM,87,low,20078,20215,20097,0.00587152311290251
2020-05-10,MRK,49,none,15241,15422,15243,0.011743095191235398
2020-05-10,JNJ,49,none,52027,52620,52034,0.01126186724065037
2020-05-10,W,159,low,7647,7884,7649,0.03072297032291793
2020-05-10,SDC,159,low,48448,51171,48462,0.055899467624117793
2020-05-10,V,62,low,85812,88037,85825,0.025773376055927777
2020-05-10,SPY,62,low,86630,87539,86663,0.010108119958921247
2020-05-09,DUK,55,low,7170,7422,7171,0.03500209175847169
2020-05-09,V,55,low,85812,87554,85825,0.020145645208272667
2020-05-09,QQQ,55,low,27638,28128,27647,0.01739790935725405
2020-05-09,AAPL,55,low,354206,358337,354239,0.011568460841409278
2020-05-09,SPY,55,low,86630,87170,86663,0.0058502475104715845
2020-05-09,CSCO,25,low,58647,59717,58658,0.018053803402775515
2020-05-09,SNE,13,low,55227,56242,55230,0.018323374977367468
2020-05-09,GLD,46,low,19681,19840,19686,0.007822818246469465
2020-05-09,GDX,46,low,10820,10861,10823,0.00351104130093316
2020-05-09,SPY,44,low,86630,87170,86663,0.0058502475104715845
2020-05-09,C,77,low,27947,28981,27954,0.03673892823925029
2020-05-11,NDAQ,20,low,9857,9904,9797,0.010921710727773704
2020-05-11,NDAQ,71,low,9857,9904,9797,0.010921710727773704
2020-05-11,MGM,71,low,122146,126228,118846,0.06211399626407288
2020-05-11,SQQQ,71,low,16136,16420,16141,0.01728517440059485
2020-05-11,AMD,71,low,209603,209461,210424,-0.0045764741664449105
2020-05-11,SPY,71,low,87170,88040,86663,0.01588913377104406
2020-05-11,V,768,low,87554,87913,85825,0.02432857558986301
2020-05-11,AAPL,768,low,358337,360215,354239,0.016869966322172303
2020-05-11,F,768,low,826434,834111,819541,0.017778244163501267
2020-05-11,MA,768,low,33198,33564,32793,0.023511115177019537
2020-05-11,SPY,768,low,87170,88040,86663,0.01588913377104406
2020-05-11,M,768,low,48771,50122,47910,0.04616990189939463
2020-05-11,SLV,75,low,13341,13366,13225,0.010661625708884737
2020-05-11,GLD,75,low,19840,20002,19686,0.016052016661586954
2020-05-11,SHOP,38,low,39514,40266,39423,0.02138345635796357
2020-05-11,NAT,63,low,43611,42787,44097,-0.029707236319931107
2020-05-11,SNAP,63,low,292246,291766,290797,0.003332221446576078
2020-05-11,UBER,14,low,221198,226108,220465,0.025595899575896475
2020-05-11,D,14,low,4547,4550,4522,0.006191950464396356
2020-05-11,DOW,131,low,16867,16841,16796,0.0026792093355560986
2020-05-11,NDAQ,131,low,9857,9904,9797,0.010921710727773704
2020-05-11,C,131,low,28981,29822,27954,0.06682406811189812
2020-05-11,SPY,131,low,87170,88040,86663,0.01588913377104406
2020-05-11,SBUX,54,low,192914,194116,190910,0.016793253365460226
2020-05-11,DIS,54,low,537582,543044,532149,0.020473589163937156
2020-05-11,CAKE,54,low,12306,12826,12249,0.0471058861947915
2020-05-11,LOW,54,low,14838,14948,14602,0.023695384193946012
2020-05-11,D,54,low,4547,4550,4522,0.006191950464396356
2020-05-11,TWLO,54,low,29810,29259,29482,-0.007563937317685343
2020-05-11,V,54,low,87554,87913,85825,0.02432857558986301
2020-05-11,BB,54,low,14821,14735,14822,-0.005869653218189219
2020-05-11,HD,54,low,21087,21264,20773,0.02363645116256685
2020-05-11,BA,54,low,284997,286488,282792,0.013069676652804896
2020-05-11,CSCO,54,low,59717,61684,58658,0.05158716628592863
2020-05-11,CRM,54,low,46716,47308,46310,0.021550421075361648
2020-05-11,MA,54,low,33198,33564,32793,0.023511115177019537
2020-05-11,VIAC,54,low,17566,17570,17173,0.023117684737669508
2020-05-11,JD,54,low,32235,32928,31631,0.04100407827763908
2020-05-11,ZM,54,low,65857,65400,66603,-0.0180622494482231
2020-05-10,TSLA,287,low,205013,206833,205041,0.008739715471539844
2020-05-10,SPY,287,low,86630,87539,86663,0.010108119958921247
2020-05-10,SPG,13,high,17671,20056,17673,0.13483845413908213
2020-05-10,WTI,45,low,20270,20089,20272,-0.009027229676400905
2020-05-10,USO,45,low,161589,164230,161600,0.016274752475247567
2020-05-10,CSCO,93,low,58647,60836,58658,0.03713048518531137
2020-05-10,JD,93,low,31620,32467,31631,0.026429768265309406
2020-05-10,NDAQ,93,low,9793,9908,9797,0.011329998979279443
2020-05-10,MS,42,low,8106,8135,8106,0.003577596841845443
2020-05-10,BAC,42,low,294325,302483,294374,0.027546590391814396
2020-05-10,GS,42,low,9794,9937,9796,0.014393630053082918
2020-05-10,JPM,42,low,66082,70879,66094,0.07239688927890575
2020-05-10,WFC,42,low,63382,67175,63372,0.06001073029098025
2020-05-10,C,42,low,27947,29407,27954,0.051978249982113534
2020-05-10,ALLY,42,low,16527,16889,16528,0.021841723136495572
2020-05-10,USB,42,low,7270,7643,7271,0.051162151010865076
2020-05-10,COF,42,low,11980,12452,11981,0.03931224438694603
2020-05-12,T,61,low,170526,172936,169652,0.019357272534364478
2020-05-12,PM,71,low,8564,8678,8530,0.017350527549824246
2020-05-12,TGT,71,low,31962,31943,31961,-5.631863834048012e-4
2020-05-12,LOW,71,low,14938,15029,14838,0.012872354764793092
2020-05-12,NET,71,low,14246,14232,14004,0.016281062553556103
2020-05-12,HD,71,low,21218,21496,21087,0.01939583629724484
2020-05-12,DKNG,10,low,46653,50204,43140,0.16374594343996285
2020-05-12,CVNA,13,high,8505,8553,8475,0.00920353982300881
2020-05-12,C,13,high,29407,30178,28981,0.041302922604465
2020-05-12,BCRX,27,low,19507,19329,18933,0.020915861194739316
2020-05-12,FET,28,none,10121,9898,10543,-0.06117803281798351
2020-05-11,SDC,17,low,49822,51337,48462,0.05932483182699855
2020-05-11,TGT,59,low,31961,31935,31880,0.0017252195734003273
2020-05-11,NET,51,low,14004,14202,13572,0.04641909814323597
2020-05-11,TWLO,51,low,29810,29259,29482,-0.007563937317685343
2020-05-11,DDOG,51,low,7105,7759,6129,0.2659487681514112
2020-05-11,FSLY,51,low,16886,17482,16628,0.05135915323550644
2020-05-11,ENPH,17,low,36645,36564,36587,-6.286385874764155e-4
2020-05-11,TLRY,71,low,102020,102071,98907,0.03198964683996075
2020-05-11,TWTR,47,low,207818,208587,207680,0.004367295839753371
2020-05-11,EB,47,low,5791,8227,5668,0.45148200423429774
2020-05-11,ROKU,47,low,51542,52079,52868,-0.014923961564651589
2020-05-11,PLAY,124,high,63714,66392,61183,0.08513802853733887
2020-05-11,SHOP,124,high,39514,40266,39423,0.02138345635796357
2020-05-11,CSCO,124,high,59717,61684,58658,0.05158716628592863
2020-05-11,SDC,124,high,49822,51337,48462,0.05932483182699855
2020-05-11,ETSY,124,high,17411,17407,17065,0.020041019630823387
2020-05-11,OKTA,124,high,18557,18769,18262,0.02776256707918079
2020-05-11,W,39,low,7745,7792,7649,0.018695254281605456
2020-05-11,RVLV,39,low,12201,12124,11648,0.04086538461538458
2020-05-11,BABA,32,low,179384,180064,178766,0.007260888535851384
2020-05-11,M,19,low,48771,50122,47910,0.04616990189939463
2020-05-11,SPY,19,low,87170,88040,86663,0.01588913377104406
2020-05-11,TGT,84,low,31961,31935,31880,0.0017252195734003273
2020-05-11,BABA,84,low,179384,180064,178766,0.007260888535851384
2020-05-11,TTWO,84,low,9497,9522,9444,0.008259212198221011
2020-05-11,LYFT,84,low,94551,95676,94333,0.014236799423319457
2020-05-11,HD,84,low,21087,21264,20773,0.02363645116256685
2020-05-11,CSCO,84,low,59717,61684,58658,0.05158716628592863
2020-05-11,SDC,84,low,49822,51337,48462,0.05932483182699855
2020-05-11,OKTA,84,low,18557,18769,18262,0.02776256707918079
2020-05-11,CVS,27,low,35254,35177,35401,-0.0063275048727436944
2020-05-11,WMT,27,low,57779,58201,57558,0.011171340213349978
2020-05-11,DG,27,low,6374,6370,6325,0.007114624505928813
2020-05-11,PCG,245,low,46882,46663,46719,-0.0011986557931462638
2020-05-11,W,67,low,7745,7792,7649,0.018695254281605456
2020-05-11,SHOP,67,low,39514,40266,39423,0.02138345635796357
2020-05-11,LADR,67,low,27231,26950,27251,-0.011045466221423106
2020-05-11,BABA,67,low,179384,180064,178766,0.007260888535851384
2020-05-11,HPQ,67,low,12450,12580,12226,0.02895468673319157
2020-05-11,FB,67,low,193924,193804,193731,3.7681114535104143e-4
2020-05-11,MSFT,67,low,429170,431878,427466,0.010321288710681165
2020-05-11,PDD,67,low,6606,6840,6489,0.05409153952843271
2020-05-11,WMT,67,low,57779,58201,57558,0.011171340213349978
2020-05-11,JD,67,low,32235,32928,31631,0.04100407827763908
2020-05-11,CHGG,67,low,10106,10489,9911,0.05831903945111483
2020-05-11,SHOP,37,high,39514,40266,39423,0.02138345635796357
2020-05-11,SPY,29,low,87170,88040,86663,0.01588913377104406
2020-05-11,SPY,10,none,87170,88040,86663,0.01588913377104406
2020-05-11,V,11,none,87554,87913,85825,0.02432857558986301
2020-05-11,F,11,none,826434,834111,819541,0.017778244163501267
2020-05-11,SSL,35,low,27421,27065,27314,-0.009116204144394846
2020-05-13,SDC,32,low,51337,50611,51171,-0.010943698579273464
2020-05-13,COP,106,high,19265,19492,19225,0.013888166449935069
2020-05-13,OXY,106,high,75925,76275,75699,0.007609083343240952
2020-05-13,CVX,106,high,43783,44220,43538,0.015664477008590305
2020-05-13,XOM,106,high,155243,156775,154984,0.011556031590357785
2020-05-13,TSLA,38,low,212400,217799,206833,0.053018618885767754
2020-05-13,AMZN,38,low,149445,156505,145649,0.07453535554655377
2020-05-13,NDAQ,6,low,9904,9957,9908,0.00494549858700033
2020-05-13,MTCH,6,low,9182,9229,9180,0.005337690631808334
2020-05-13,FB,6,low,193804,195704,193656,0.01057545338125343
2020-05-13,UBER,6,low,226108,226175,225397,0.003451687467002751
2020-05-13,V,20,low,87913,88370,88037,0.0037825005395457634
2020-05-13,TTWO,20,low,9522,9571,9536,0.003670302013422777
2020-05-13,MSFT,20,low,431878,435090,430679,0.01024196675482214
2020-05-13,EA,20,low,11904,11896,11976,-0.006680026720106924
2020-05-13,INTC,73,low,58712,59236,58659,0.00983651272609487
2020-05-13,FDX,73,low,15131,15487,14937,0.03682131619468443
2020-05-13,CMCSA,73,low,25364,25610,25291,0.012613182555059055
2020-05-13,NAT,18,low,42787,43908,43043,0.020096182886880642
2020-05-13,USO,18,low,163316,163853,164230,-0.0022955611033307344
2020-05-13,MSFT,15,none,431878,435090,430679,0.01024196675482214
2020-05-13,SPY,70,low,88040,88918,87539,0.015752978672363138
2020-05-13,DKNG,47,high,48502,52369,46653,0.12252159561014286
2020-05-13,AMC,49,high,128802,128120,128559,-0.0034147745393166007
2020-05-13,SPY,26,low,88040,88918,87539,0.015752978672363138
2020-05-13,C,9,low,29822,30422,29407,0.03451559152582728
2020-05-13,SE,31,high,8323,8719,8315,0.04858689116055315
2020-05-13,FIT,25,low,320434,321976,320884,0.003403098939180449
2020-05-13,NKE,25,low,87941,88775,87691,0.01236158784823993
2020-05-13,SAVE,25,low,137714,145226,133804,0.08536366625810898
2020-05-13,GPS,25,low,10073,10132,9938,0.019521030388408134
2020-05-13,KO,26,low,165748,168602,164500,0.02493617021276595
2020-05-12,DKNG,85,none,46653,50204,43140,0.16374594343996285
2020-05-12,SPCE,85,none,105779,106406,106289,0.001100772422357954
2020-05-12,DDOG,85,none,7939,7814,7105,0.09978888106966921
2020-05-12,W,26,low,7884,7642,7745,-0.013298902517753342
2020-05-12,SPY,26,low,87539,88517,87170,0.015452563955489218
2020-05-12,SPY,28,low,87539,88517,87170,0.015452563955489218
2020-05-12,MTCH,442,high,9180,9203,9186,0.0018506422817330392
2020-05-12,SDC,442,high,51171,50779,49822,0.019208381839348032
2020-05-12,SNAP,442,high,291567,292931,292246,0.002343915742217151
2020-05-12,RCL,442,high,219813,222311,218230,0.018700453649818982
2020-05-12,W,69,low,7884,7642,7745,-0.013298902517753342
2020-05-12,AMZN,69,low,145649,153312,144813,0.058689482297860085
2020-05-12,NET,34,low,14246,14232,14004,0.016281062553556103
2020-05-12,V,197,high,88037,88233,87554,0.007755213925120463
2020-05-12,W,197,high,7884,7642,7745,-0.013298902517753342
2020-05-12,SPY,197,high,87539,88517,87170,0.015452563955489218
2020-05-12,GLD,2,low,19871,20293,19840,0.022832661290322687
2020-05-12,UBER,19,none,225397,226238,221198,0.022785016139386327
2020-05-12,AAL,35,low,510930,518276,508462,0.01930134405324302
2020-05-12,BA,35,low,285087,287777,284997,0.009754488643740178
2020-05-12,DAL,35,low,475352,488839,470603,0.03875028420983284
2020-05-12,UAL,35,low,257834,266204,254523,0.0458936913363428
